Status,County,Area,Area Name,List #,Address,Price,Years Old,Agent ID,Beds,F. Baths,P. Baths,Style,Contact,Contact Phone,Office,Sold Price,Closing Date,Selling Agent ID,Selling Office ID
Sold,EAL,202004,Lawrenceville,326664,287 46TH ST,"79,900",999,201105,3,1,1,OVER 2,SANDY DETEMPLE,412-521-5500,13220,"75,000",06/22/2001,  ,13220
Sold,EAL,202004,Lawrenceville,129248,3458 PENN AV,"79,900",86,  ,3,1,1,OVER 2,CATHY COHEN,412-782-2848,13604,"72,000",05/09/1997,  ,15104
Sold,EAL,202004,Lawrenceville,463780,4515 Plummer,"79,900",80,202064,2,1,1,OVER 2,Nan Horton,421-9120,13418,"75,000",08/28/2003,  ,13220
Sold,EAL,202004,Lawrenceville,470625,4221 Sherrod,"79,900",999,204808,5,2,  ,2 ST,Paul Siebert,412-2421077,35901,"78,500",11/04/2003,  ,78401
Sold,EAL,202004,Lawrenceville,547282,232 45th street,"79,900",999,212544,3,1,1,2 ST,ARON SCHUTZEUS,412-583-0694,15130,"72,500",05/20/2005,  ,15137
Sold,EAL,202004,Lawrenceville,574856,4010 Arsenal Place,"79,900",60,201105,2,1,1,2 ST,Debbie Milanek,412-687-9055,13220,"78,500",09/20/2005,  ,13604
Sold,EAL,202004,Lawrenceville,544605,4416 Davison,"79,900",999,201105,2,1,  ,OVER 2,Sandy DeTemple,412-521-5500,13220,"56,000",05/18/2005,  ,78701
Sold,EAL,202004,Lawrenceville,532888,5800 BUTLER (DONSON),"79,900",  ,212686,7,5,  ,OVER 2,AGENT,412-303-8865,23701,"64,500",02/24/2005,  ,13301
Sold,EAL,202004,Lawrenceville,806728,3625 Charlotte St.,"79,900",  ,222625,2,1,  ,OVER 2,Agent,412-215-0415,34101,"50,000",04/23/2010,215087,13634
Sold,EAL,202004,Lawrenceville,635746,117 42nd,"79,900",999,201109,4,  ,2,OVER 2,Linda Devlin,412-687-6000,13423,"74,300",11/27/2006,  ,13220
Sold,EAL,202004,Lawrenceville,680550,3830 Mintwood,"79,900",  ,215854,3,1,  ,OVER 2,Agent,412-559-9552,11101,"78,400",12/14/2007,  ,13220
Sold,EAL,202004,Lawrenceville,791154,3600 Mintwood,"79,900",  ,212862,5,3,1,OVER 2,Eric,814-242-7696,35901,"77,900",10/28/2009,204777,13409
Sold,EAL,202004,Lawrenceville,835022,3923 Howley,"79,900",999,202795,3,1,  ,OVER 2,AGENT,412-559-4744,15105,"79,500",07/01/2011,  ,77601
Sold,EAL,202004,Lawrenceville,865542,4910 HATFIELD STREET,"79,900",999,201105,3,1,  ,OVER 2,SANDY DETEMPLE,412 681-8191,13634,"72,500",06/30/2011,200966,13634
Sold,EAL,202004,Lawrenceville,937739,310 39th street,"79,900",999,203458,2,1,  ,2 ST,listor,412-486-8072,15105,"82,900",01/09/2013,  ,13604
Sold,EAL,202004,Lawrenceville,906624,5131 Carnegie Street,"79,900",112,211908,2,1,  ,2 ST,Tom Fitzurka,412-607-0073,13604,"105,000",04/27/2012,222745,13634
Sold,EAL,202004,Lawrenceville,889565,269 40th  STREET,"79,900",999,201105,4,1,1,OVER 2,SANDY DETEMPLE,412.681-8191,13634,"66,080",03/30/2012,201105,13634
Sold,EAL,202004,Lawrenceville,943859,4219 GENEVA,"79,900",97,212802,3,2,  ,2 ST,CATHERINE,412-874-3074,13634,"80,500",01/25/2013,  ,11101
Sold,EAL,202004,Lawrenceville,954600,170 42nd Street,"79,900",85,203935,2,1,  ,2 ST,Agent,412-302-2821,15105,"75,000",05/31/2013,  ,61801
Sold,EAL,202004,Lawrenceville,967223,5310 1/2 Natrona Way,"79,900",113,200093,3,1,  ,OVER 2,Albert Anthony,412-422-3430,73401,"55,000",10/04/2013,  ,73401
Sold,EAL,202004,Lawrenceville,972717,218 42nd St,"79,900",999,200785,2,1,  ,2 ST,Anthony Cimino,724-519-7505,67301,"82,500",08/14/2013,  ,13604
Sold,EAL,202004,Lawrenceville,262639,324 MAIN ST,"79,800",999,207628,4,2,0,2 ST,ROSE OR SANDY,412-521-5500,13220,"77,500",12/27/1999,  ,13409
Sold,EAL,202004,Lawrenceville,350880,326 45TH ST,"79,500",999,202421,1,1,0,2 ST,MARYANNE KIRBY,412-422-9200,29301,"73,400",11/05/2001,  ,13220
Sold,EAL,202004,Lawrenceville,438885,290 46th,"79,500",999,201105,3,1,  ,2 ST,Sandy DeTemple,412-521-5500,13220,"78,250",01/17/2003,  ,13210
Sold,EAL,202004,Lawrenceville,689652,165 Forty-fourth Street,"79,500",107,206946,4,2,  ,2 ST,Missy Blazer,412-967-0475,13402,"75,000",02/13/2008,  ,13634
Sold,EAL,202004,Lawrenceville,542091,365 Main St.,"79,000",999,200093,2,1,0,2 ST,Phil Anothony,412-370-0572,73401,"74,000",02/28/2005,  ,73401
Sold,EAL,202004,Lawrenceville,457304,265 42ND,"79,000",999,204248,3,1,1,2 ST,SCATS,412-916-2504,27301,"74,000",06/03/2003,  ,13604
Sold,EAL,202004,Lawrenceville,821192,4233 Dunkeld,"79,000",  ,210434,2,1,  ,2 ST,Listor,412-818-0167,13601,"77,000",09/29/2010,212396,13220
Sold,EAL,202004,Lawrenceville,662650,4912 HATFIELD,"79,000",97,212802,3,1,  ,OVER 2,CATHERINE,412-874-3074,13634,"69,000",05/30/2007,  ,13220
Sold,EAL,202004,Lawrenceville,974686,189 34th Street,"79,000",113,212382,2,1,  ,OVER 2,BRYAN,724-272-4225,57101,"60,000",11/29/2013,220232,77602
Sold,EAL,202004,Lawrenceville,926197,286 39TH,"79,000",  ,200848,2,1,  ,2 ST,Tim Conn,412-521-550,13220,"75,000",09/17/2012,  ,13634
Sold,EAL,202004,Lawrenceville,123972,295 40TH ST,"78,900",999,  ,5,1,1,OVER 2,SANDY DETEMPLE,412-521-5500,13220,"76,000",09/18/1996,  ,13220
Sold,EAL,202004,Lawrenceville,787823,4904 HATFIELD ST,"78,900",  ,217785,2,1,1,2 ST,DONNA,412-475-0995,58201,"80,000",03/26/2010,  ,13409
Sold,EAL,202004,Lawrenceville,818500,4408 DAVISON,"78,900",100,214817,2,1,  ,OVER 2,ERIN TAYLOR,412-606-7353,77602,"67,500",08/03/2010,  ,13634
Sold,EAL,202004,Lawrenceville,445066,5258 Carnegie St,"78,500",100,211682,3,1,  ,OVER 2,Maury Guttman,412-361-4000,13409,"74,000",02/28/2003,  ,13409
Sold,EAL,202004,Lawrenceville,739809,170 1/2 Locarna Way,"78,500",  ,205265,2,1,1,2 ST,Jackie Wise,724-433-2742,13409,"78,500",03/13/2009,  ,13220
Sold,EAL,202004,Lawrenceville,788210,4619 Carlton,"78,500",109,207611,3,1,  ,2 ST,Dave Bryant,724-612-0258,15105,"75,400",10/22/2009,213265,13604
Sold,EAL,202004,Lawrenceville,883519,4402 Hatfield,"78,500",  ,216781,2,1,1,2 ST,L.Anderson,412-877-6061,13604,"72,000",01/05/2012,  ,13418
Sold,EAL,202004,Lawrenceville,427722,4208 DAVISON,"78,000",999,200152,3,1,  ,OVER 2,M BACHARACH,412 3614000,13409,"78,000",11/05/2002,  ,75301
Sold,EAL,202004,Lawrenceville,52948,3438 PENN AV,"78,000",0,  ,3,1,1,2 ST,TOM/VIVIANA,412-521-5500,13220,"63,000",04/30/1996,  ,13220
Sold,EAL,202004,Lawrenceville,472610,238 39th St,"78,000",83,211208,3,1,  ,2 ST,Stuart Green,412-401-8692,13220,"71,500",05/28/2004,  ,13220
Sold,EAL,202004,Lawrenceville,602084,240 Main,"78,000",999,212000,5,3,  ,OVER 2,Agent,412-367-3200,15105,"73,500",07/13/2006,215594,13409
Sold,EAL,202004,Lawrenceville,624201,4615 Bancroft,"77,900",999,216394,3,1,  ,OVER 2,Ryan Stokes,412-512-1864,13204,"78,000",12/08/2006,  ,73401
Sold,EAL,202004,Lawrenceville,300561,285- 40TH. ST,"77,500",89,201105,5,2,1,OVER 2,SANDYX213,412-521-5500,13220,"73,000",10/20/2000,  ,13220
Sold,EAL,202004,Lawrenceville,887233,5227 Stanton,"77,000",  ,217172,2,1,  ,OVER 2,Jason A. Smith,412-361-4000,13409,"77,000",09/16/2011,219394,13409
Sold,EAL,202004,Lawrenceville,1008528,5125 1/2 Holmes,"77,000",44,222336,2,1,1,OTHER,Jordann,412 277 2374,73401,"77,000",06/06/2014,213133,73401
Sold,EAL,202004,Lawrenceville,317740,446 44TH ST,"76,500",999,201105,3,2,0,2 ST,SANDYX213,412-521-5500,13220,"67,000",01/26/2001,  ,13634
Sold,EAL,202004,Lawrenceville,299839,458 44TH ST,"75,900",999,207018,2,1,2,OVER 2,AGENT X252,724-776-2900,13640,"77,500",03/09/2001,  ,13409
Sold,EAL,202004,Lawrenceville,647666,5303 Wickliff Street,"75,900",999,202893,3,1,  ,OVER 2,M/M Brunsell,412-781-8293,67301,"72,000",02/13/2007,  ,13634
Sold,EAL,202004,Lawrenceville,448118,260 38th street,"75,000",100,208890,3,1,1,2 ST,GIVEITALLUGOT,412-358-0200,10201,"75,000",06/27/2003,  ,13220
Sold,EAL,202004,Lawrenceville,589065,182 44th Street,"75,000",999,201105,4,1,  ,OVER 2,Sandy Detemple,421-681-8191,13220,"67,000",12/16/2005,  ,13220
Sold,EAL,202004,Lawrenceville,579962,134 42nd STREET,"75,000",999,203619,3,1,  ,OVER 2,DAVID,412-665-0500,74001,"75,000",03/20/2006,203619,74001
Sold,EAL,202004,Lawrenceville,589417,127 BANNER WAY,"75,000",135,204949,2,2,0,OVER 2,LOIS HARKNESS,412-401-4551,77001,"75,000",04/19/2006,  ,13418
Sold,EAL,202004,Lawrenceville,861290,157 43RD STREET,"75,000",99,218415,3,1,1,RANCH,JIM FOLEY,412-310-3645,58201,"69,149",10/05/2011,216691,77601
Sold,EAL,202004,Lawrenceville,954424,5335 Carnegie,"75,000",113,200093,3,1,  ,OVER 2,Albert Anthony,412-422-3430,73401,"75,000",04/30/2013,214120,61801
Sold,EAL,202004,Lawrenceville,906180,3455 Ligonier Street,"75,000",  ,219303,0,  ,  ,OVER 2,Megan Lorenz,412-613-4319,13620,"65,000",04/06/2012,  ,15105
Sold,EAL,202004,Lawrenceville,989191,158 43 1/2,"75,000",113,220198,3,1,  ,OVER 2,agent,412-370-1815,10202,"62,500",01/07/2014,220198,10202
Sold,EAL,202004,Lawrenceville,965332,5171 STANTON AVENUE,"75,000",113,213256,2,1,  ,2 ST,Jane Doyle,412-916-2370,15101,"72,000",10/10/2013,214412,13409
Sold,EAL,202004,Lawrenceville,988793,141 Cotton Way,"75,000",100,223563,2,1,  ,OTHER,agent,412-683-0220,74202,"60,000",01/09/2014,223563,74202
Sold,EAL,202004,Lawrenceville,836499,3921 Liberty Ave.,"74,999",120,218285,2,1,1,OVER 2,Karen Coyle,412-720-8081,13210,"69,000",01/14/2011,  ,13601
Sold,EAL,202004,Lawrenceville,511848,4054 Mintwood St,"74,900",93,212828,2,1,  ,2 ST,Dustin Taylor,412-969-0077,13604,"69,000",08/20/2004,  ,13220
Sold,EAL,202004,Lawrenceville,612807,137 42nd  Street,"74,900",106,208781,3,1,  ,2 ST,Marianne,412-521-1000,61801,"71,000",05/17/2006,  ,13409
Sold,EAL,202004,Lawrenceville,609809,4125 foster,"74,900",999,204248,4,2,  ,2 ST,scats,412-916-2504,13409,"70,500",07/17/2006,  ,13601
Sold,EAL,202004,Lawrenceville,531491,4042 MINTWOOD,"74,900",94,212701,2,1,  ,2 ST,Connie Zimmer,412-363-4000,13634,"72,000",12/17/2004,202421,79101
Sold,EAL,202004,Lawrenceville,566917,4216 DAVISON STREET,"74,900",85,222049,4,2,0,2 ST,LINDA,412-372-5730,15107,"66,500",09/02/2005,211624,13604
Sold,EAL,202004,Lawrenceville,790206,338 Downing,"74,900",108,209048,3,1,  ,OVER 2,Office,412-571-3800,11102,"74,900",10/09/2009,  ,13409
Sold,EAL,202004,Lawrenceville,828624,509 54th,"74,900",100,213079,2,1,1,2 ST,Alisha,412-389-3611,13620,"71,000",02/02/2011,214537,77801
Sold,EAL,202004,Lawrenceville,883311,331 37th St,"74,900",49,219109,2,1,  ,2 ST,T. Pham,412-407-7737,11101,"72,000",09/30/2011,219391,13604
Sold,EAL,202004,Lawrenceville,914687,5204 Kent Way,"74,900",999,206819,2,2,1,2 ST,Michael,412-527-3163,77608,"61,000",01/24/2013,218262,14901
Sold,EAL,202004,Lawrenceville,688458,5219 Wickliff Street,"74,500",999,215893,2,1,1,2 ST,Karen Resetar,412-779-2667,13620,"76,000",02/28/2008,  ,13631
Sold,EAL,202004,Lawrenceville,636398,5309 Camelia,"74,000",999,200093,3,1,  ,OVER 2,Albert Anthony,412-422-3430,73401,"72,000",12/14/2006,  ,13409
Sold,EAL,202004,Lawrenceville,560903,5412 Dresden Way,"74,000",95,212633,3,2,  ,OVER 2,Sarah Reed,412-963-7655,13620,"72,000",03/31/2006,  ,13620
Sold,EAL,202004,Lawrenceville,352622,337 42ND ST,"73,000",999,200152,3,1,0,OTHER,M BACHARACH,412-361-4000,13409,"66,000",12/18/2001,  ,13409
Sold,EAL,202004,Lawrenceville,529092,3809 Mintwood Street,"72,500",999,204795,3,1,  ,OVER 2,Patsy Talotta,412-422-3180,13409,"65,000",12/20/2004,  ,13409
Sold,EAL,202004,Lawrenceville,968804,4815 HATFIELD,"72,500",999,212761,3,1,1,OVER 2,LOCK BOX,412-665-0500,74001,"75,000",08/01/2013,  ,10202
Sold,EAL,202004,Lawrenceville,803025,4213 POST,"72,300",109,200193,2,1,  ,2 ST,MARIA BALL,412-370-0350,13608,"68,500",03/04/2010,  ,13634
Sold,EAL,202004,Lawrenceville,803142,4215 Post Street,"72,300",109,200193,2,1,  ,2 ST,MARIA BALL,412-370-0350,13608,"68,500",03/04/2010,  ,13634
Sold,EAL,202004,Lawrenceville,492928,242 Main,"72,000",  ,212000,6,2,  ,OVER 2,agent,412-367-3200,15105,"72,000",03/12/2004,  ,15105
Sold,EAL,202004,Lawrenceville,198866,341 FISK ST,"71,500",999,  ,4,3,0,OVER 2,ANDY NALITZ,412-963-7655,13620,"69,500",05/15/1998,  ,13220
Sold,EAL,202004,Lawrenceville,900612,5156 carnegie,"71,000",  ,209843,3,1,  ,OVER 2,john lipner,412-600-8747,74601,"57,000",08/21/2012,  ,13601
Sold,EAL,202004,Lawrenceville,520754,312 45th,"70,000",  ,209855,3,1,1,OVER 2,Agent,412-521-1000,61801,"64,000",06/28/2005,  ,13220
Sold,EAL,202004,Lawrenceville,574861,253 45th St,"70,000",999,201105,3,1,  ,2 ST,Listor,412-681-8191,13220,"68,500",10/07/2005,  ,27301
Sold,EAL,202004,Lawrenceville,981275,5105 Duncan,"70,000",113,220007,3,1,1,2 ST,Serra,412-335-7136,13620,"64,000",11/18/2013,215854,11101
Sold,EAL,202004,Lawrenceville,644258,3495 Denny,"69,990",999,209497,3,1,  ,OVER 2,Agent,412-242-4100,15104,"66,950",07/30/2007,  ,13220
Sold,EAL,202004,Lawrenceville,2138,282 MAIN ST,"69,900",999,  ,4,1,0,OVER 2,ANDY NALITZ,412-963-7655,13620,"64,000",07/14/1995,  ,52101
Sold,EAL,202004,Lawrenceville,342887,174 E HOME ST,"69,900",100,209564,5,0,0,OVER 2,KITTY ONUFER,412-521-1000,61801,"69,900",08/15/2001,  ,61801
Sold,EAL,202004,Lawrenceville,405247,177 46th St,"69,900",999,205050,3,1,2,2 ST,Pauline Waide,412-241-4200,67301,"66,000",04/30/2002,  ,67301
Sold,EAL,202004,Lawrenceville,235959,139 41ST ST,"69,900",120,209216,3,2,0,OVER 2,DAN RIDLEY,412-361-4000,13409,"65,000",09/21/1999,  ,13634
Sold,EAL,202004,Lawrenceville,254822,3820 HOWLEY ST,"69,900",47,208408,3,2,1,1.5,LOUISE,412-683-2574,15105,"63,900",10/18/1999,  ,13220
Sold,EAL,202004,Lawrenceville,655963,170 Locarna Way,"69,900",999,204621,2,2,  ,2 ST,owner,412-452-1259,15201,"66,000",03/14/2007,  ,15201
Sold,EAL,202004,Lawrenceville,638205,5311 Wickliff,"69,900",999,222336,4,1,1,OVER 2,Phil Anthony,412.370.0572,73401,"69,900",06/04/2007,  ,61801
Sold,EAL,202004,Lawrenceville,164248,173 43RD ST,"69,900",130,  ,4,2,1,OVER 2,OWNER OR AGENT,412-681-0197,13402,"61,000",04/03/1998,  ,13402
Sold,EAL,202004,Lawrenceville,476212,5334 Keystone St,"69,900",999,201105,4,1,  ,OVER 2,Sandy DeTemple,412-681-8191,13220,"69,900",11/28/2003,  ,15127
Sold,EAL,202004,Lawrenceville,366044,228 MAIN ST,"69,900",111,205370,5,1,0,OVER 2,Agent,412-487-8008,13209,"65,000",05/10/2002,  ,13423
Sold,EAL,202004,Lawrenceville,236625,179 45 TH ST,"69,900",999,203419,4,2,0,OVER 2,ANDY NALITZ,412-963-7655,13620,"64,000",05/25/1999,  ,13634
Sold,EAL,202004,Lawrenceville,354832,234 43RD ST,"69,900",999,201105,4,1,0,OVER 2,SANDY DETEMPLE,412-521-5500,13220,"69,900",04/05/2002,  ,13220
Sold,EAL,202004,Lawrenceville,511842,222 Main,"69,900",999,210192,2,1,  ,OVER 2,Agent,412-953-5381,13620,"53,000",09/14/2004,  ,73401
Sold,EAL,202004,Lawrenceville,547717,5332 Keystone Street,"69,900",999,204577,4,2,  ,OVER 2,Lisa Solomon,412-361-4000,13409,"69,900",04/15/2005,204577,13409
Sold,EAL,202004,Lawrenceville,690323,417 52nd Street,"69,900",87,212605,3,1,  ,OVER 2,Greta Ceranic,412-915-4085,45801,"67,000",09/21/2007,  ,45801
Sold,EAL,202004,Lawrenceville,787486,211 42nd Street,"69,900",119,217055,2,1,  ,OVER 2,Lourdes,412-335-4477,13423,"57,500",06/25/2010,  ,13613
Sold,EAL,202004,Lawrenceville,736059,5266 Natrona Way,"69,900",  ,212291,2,1,  ,2 ST,Agent,412-377-5765,13631,"65,000",12/11/2008,  ,13220
Sold,EAL,202004,Lawrenceville,689181,4006 ARSENAL PLACE,"69,900",62,201105,2,1,  ,2 ST,SANDY DETEMPLE,412-681-8191,13220,"63,425",09/15/2007,  ,15137
Sold,EAL,202004,Lawrenceville,967843,5315 DRESDEN,"69,900",113,206819,4,1,  ,OVER 2,Mike McAndrews,412 527 3763,77608,"52,000",06/02/2014,  ,77608
Sold,EAL,202004,Lawrenceville,942567,4603 Plummer Street,"69,900",55,223563,2,1,  ,OVER 2,412-680-8211,412-683-0220,74201,"65,000",01/15/2013,223563,74201
Sold,EAL,202004,Lawrenceville,887506,3946 Liberty Avenue,"69,900",  ,213875,4,2,  ,OVER 2,DeAnna  Davis,412-377-3823,13634,"52,000",10/19/2011,204248,13409
Sold,EAL,202004,Lawrenceville,914691,5138 Natrona Way,"69,900",999,206819,5,2,  ,OVER 2,Tenant/ Lisa,412-784-1342,77608,"61,000",05/20/2013,  ,13418
Sold,EAL,202004,Lawrenceville,870926,5266 Natrona Way,"69,900",999,215834,2,1,  ,2 ST,Doug Caye,412 576 5561,13601,"67,000",07/20/2011,217212,57101
Sold,EAL,202004,Lawrenceville,888141,129 McCandless Avenue,"69,900",101,211908,3,1,  ,OVER 2,Tom Fitzurka,412-607-0073,13604,"69,900",12/09/2011,200859,13210
Sold,EAL,202004,Lawrenceville,977014,5141 1/2 Carnegie,"69,900",100,213079,2,1,  ,OVER 2,Alisha,412-389-3611,13620,"65,000",10/16/2013,  ,57601
Sold,EAL,202004,Lawrenceville,970427,5276 Holmes,"69,900",108,220108,2,1,  ,2 ST,Mary Kay,412-983-4868,15101,"66,500",04/01/2014,220108,15101
Sold,EAL,202004,Lawrenceville,684368,5335 KEYSTONE STREET,"69,700",109,210701,4,2,1,2 ST,AGENT,412-721-2755,13601,"61,500",09/14/2007,  ,13604
Sold,EAL,202004,Lawrenceville,497990,365 44th,"69,500",999,205050,2,1,  ,2 ST,Pauline/George,412-241-4200,67301,"70,000",05/14/2004,  ,13604
Sold,EAL,202004,Lawrenceville,215677,270 FISK ST,"69,500",108,  ,5,1,0,OVER 2,WM STEVENS,412-521-2222,13604,"67,000",08/17/1998,  ,13604
Sold,EAL,202004,Lawrenceville,698968,185 1/2 Home,"69,500",  ,208013,2,1,  ,OVER 2,Carol x702,412-302-7889,13634,"56,000",01/11/2008,  ,79101
Sold,EAL,202004,Lawrenceville,656938,5614 Duncan St,"69,500",  ,200707,3,2,  ,2 ST,C Celender,412-352-4522,13419,"62,500",05/24/2007,  ,13423
Sold,EAL,202004,Lawrenceville,425549,4211 calvin,"69,000",999,202585,4,1,  ,2 ST,Peg X225,412-361-4000,13409,"66,900",09/30/2002,  ,72602
Sold,EAL,202004,Lawrenceville,366711,224 MAIN ST,"69,000",127,200093,5,1,1,OVER 2,PHIL ANTHONY,412-370-0572,73401,"69,000",04/19/2002,  ,73401
Sold,EAL,202004,Lawrenceville,221595,3609 PENN AV,"69,000",0,  ,5,2,0,OVER 2,HERSHEY DUGAN,412-363-4000,13634,"69,000",07/13/1999,  ,13634
Sold,EAL,202004,Lawrenceville,499574,5226 HOLMES STREET,"69,000",104,206946,3,1,  ,OVER 2,MISSY BLAZER,412-967-0475,13402,"59,250",08/04/2004,  ,13634
Sold,EAL,202004,Lawrenceville,762105,182 46TH STREET,"69,000",90,217997,3,2,  ,OVER 2,ELLEN,412-670-1366,13220,"69,000",04/17/2009,  ,13634
Sold,EAL,202004,Lawrenceville,799890,247 COBALT,"69,000",100,212802,2,1,  ,2 ST,CATHERINE,412-874-3074,13634,"69,000",12/14/2009,  ,15130
Sold,EAL,202004,Lawrenceville,681295,4714 PLUM WAY,"69,000",70,212802,2,1,0,2 ST,CATHERINE,412-874-3074,13634,"60,000",08/20/2007,  ,13634
Sold,EAL,202004,Lawrenceville,803410,3345 Ligonier,"69,000",  ,200152,3,1,  ,OVER 2,M. Bacharach,412-874-8465,13409,"46,000",03/12/2010,200152,13409
Sold,EAL,202004,Lawrenceville,803405,3343 Ligonier,"69,000",  ,200152,3,1,  ,OVER 2,M. Bacharach,412-874-8465,13409,"50,000",03/12/2010,200152,13409
Sold,EAL,202004,Lawrenceville,825703,5124 Carnegie,"69,000",100,218513,4,2,  ,2 ST,Tim,412-480-2929,13634,"62,500",05/13/2011,218285,13210
Sold,EAL,202004,Lawrenceville,891412,5114 DUNCAN,"69,000",  ,216753,2,1,  ,2 ST,WILLIAM/DEDE,412-877-0132,13220,"62,000",12/09/2011,219440,13204
Sold,EAL,202004,Lawrenceville,964551,146 Almond Way,"69,000",113,210434,4,1,  ,OVER 2,Julie,412-818-0167,13601,"50,000",08/06/2013,203276,13220
Sold,EAL,202004,Lawrenceville,233776,214 46TH ST,"68,900",73,201105,4,2,0,1.5,SANDY DETEMPLE,412-521-5500,13220,"66,000",04/30/1999,  ,27301
Sold,EAL,202004,Lawrenceville,571482,5248 Carnegie St,"68,900",105,200230,3,1,  ,OVER 2,BOB McKINLEY,412-486-7807,48301,"68,500",03/10/2006,  ,15137
Sold,EAL,202004,Lawrenceville,299025,161-3 44TH ST,"68,500",999,201105,4,2,0,OVER 2,SANDY X 213,412-521-5500,13220,"66,000",08/30/2000,  ,13220
Sold,EAL,202004,Lawrenceville,866479,518 Kendall St,"68,000",  ,215594,2,1,1,2 ST,Justin,412-418-0596,13409,"65,000",08/30/2011,  ,61801
Sold,EAL,202004,Lawrenceville,154702,5256 WICKLIFF ST,"68,000",97,  ,3,2,0,OVER 2,D.CONNELLY,412-937-1996,13608,"62,000",03/02/1998,  ,13635
Sold,EAL,202004,Lawrenceville,548333,3474 Ligonier,"68,000",91,202001,3,1,  ,2 ST,Listor,412-682-3452,27301,"58,500",04/21/2005,  ,13634
Sold,EAL,202004,Lawrenceville,828722,174 Lodi Way,"68,000",120,214604,2,1,  ,2 ST,Jeff Bennett,412-400-0394,13634,"65,000",12/10/2010,218413,73401
Sold,EAL,202004,Lawrenceville,84270,2548 MAIN ST,"67,900",999,  ,4,2,0,OVER 2,BOB MCKINLEY,412-682-3452,27301,"63,500",01/06/1995,  ,27301
Sold,EAL,202004,Lawrenceville,648203,4204 BRUCE ST,"67,900",  ,203584,2,1,  ,2 ST,GLENN OTT,412-381-1306,36701,"63,000",01/03/2007,202421,79101
Sold,EAL,202004,Lawrenceville,902622,4206 Bruce Street,"67,700",101,202452,2,1,  ,2 ST,Ted Knowlton,412-780-2402,13604,"57,000",04/10/2012,218798,13604
Sold,EAL,202004,Lawrenceville,741261,4603 Carlton St,"67,500",118,213853,3,2,1,OVER 2,Agent,412-980-8599,16703,"63,500",10/02/2008,  ,13409
Sold,EAL,202004,Lawrenceville,473434,302 44th St,"67,500",90,201105,3,1,  ,2 ST,Sandy DeTemple,412-681-8191,13220,"67,500",10/17/2003,  ,15147
Sold,EAL,202004,Lawrenceville,550591,4007 Arsenal Place,"67,500",50,201105,2,1,  ,2 ST,Sandy DeTemple,412-681-8191,13220,"66,500",04/26/2005,  ,13604
Sold,EAL,202004,Lawrenceville,534550,5330 KEYSTONE STREET,"67,500",94,207456,5,2,  ,OVER 2,AGENT,412-343-7711,13608,"70,000",07/22/2005,  ,15142
Sold,EAL,202004,Lawrenceville,565515,143 Home St,"67,500",999,201105,4,1,  ,OVER 2,Sandy DeTemple,412-681-8191,13220,"68,450",07/14/2005,  ,13220
Sold,EAL,202004,Lawrenceville,476635,238 42nd Street,"67,000",103,203692,2,1,  ,2 ST,agent,412-487-3200,15101,"56,710",04/22/2004,  ,15101
Sold,EAL,202004,Lawrenceville,470357,184 39th,"66,000",999,210812,4,2,  ,OVER 2,Deborah Ann,724-831-1840,77601,"59,000",10/30/2003,  ,77601
Sold,EAL,202004,Lawrenceville,491108,226 46th St,"66,000",83,200230,3,1,  ,2 ST,BOB MCKINLEY,412-486-7807,48301,"67,850",07/01/2004,  ,48301
Sold,EAL,202004,Lawrenceville,706515,3815 1/2 Howley Street,"66,000",117,216829,3,1,0,OVER 2,Michael King,724.713.0642,13423,"61,000",04/11/2008,217697,13409
Sold,EAL,202004,Lawrenceville,973468,4609 Bancroft,"66,000",113,219175,2,1,  ,OVER 2,Agent,412-963-7655,13620,"66,000",08/29/2013,214355,13620
Sold,EAL,202004,Lawrenceville,763272,188 41st Street,"65,900",999,215709,2,1,  ,2 ST,Agent,412-977-1851,57101,"65,900",04/10/2009,  ,61801
Sold,EAL,202004,Lawrenceville,829574,231 42nd STREET,"65,500",110,210701,3,1,1,2 ST,AGENT--MARLENE,412-721-2755,13601,"60,000",08/10/2010,  ,13608
Sold,EAL,202004,Lawrenceville,421934,119 41ST STREET,"65,000",999,201105,3,1,  ,OVER 2,SANDY X213,412-521-5500,13220,"61,800",11/15/2002,  ,13418
Sold,EAL,202004,Lawrenceville,316646,5256 WICKLIFF ST,"65,000",999,210057,4,2,0,2 ST,DEB VUNAK,412-373-8870,13611,"65,000",02/15/2001,  ,62201
Sold,EAL,202004,Lawrenceville,253951,180 47TH ST,"65,000",999,203419,5,3,0,OVER 2,ANDY NALITZ,412-963-7655,13620,"65,000",01/01/2000,  ,15121
Sold,EAL,202004,Lawrenceville,468072,5254 KEYSTONE STREET,"65,000",103,206946,5,2,1,OVER 2,M BLAZER X12,412-963-6301,13402,"65,000",06/18/2004,  ,13634
Sold,EAL,202004,Lawrenceville,730811,5503 MCCANDLESS AVENUE,"65,000",999,201105,3,1,  ,2 ST,SANDY DETEMPLE,412-681-8191,13220,"61,000",09/29/2008,201105,13220
Sold,EAL,202004,Lawrenceville,255728,276 39TH ST,"65,000",76,201105,5,1,0,OVER 2,SANDY DETEMPLE,412-521-5500,13220,"50,000",08/24/1999,  ,13220
Sold,EAL,202004,Lawrenceville,559911,183 47th St,"65,000",999,201105,2,2,  ,OVER 2,Sandy DeTemple,412-681-8191,13220,"67,952",03/31/2006,  ,61801
